"titles";"years";"odometer";"vehicle_type";"engine";"gearbox";"prices"
"ToyotaVitzRS1500cc2005";"2005";74390;" Hatchback";" 1500cc petrol engine";" automatic";7800
"ToyotaHilux4.0SR5TRD-RacingDevelopmen...2013";"2013";23915;" Ute";" 3956cc petrol engine";" automatic";44995
"ToyotaHiaceCustom/Timingbeltdone1996";"1996";112000;" Van";" 3000cc diesel engine";" automatic";10990
"ToyotaMarkIIMarkx2005";"2005";156000;" Sedan";" 2500cc petrol engine";" automatic";6800
"ToyotaAllion1800CCNEWSHAPESPORTSMODE...2008";"2008";76320;" Sedan";" 1800cc petrol engine";" automatic";10800
"ToyotaVitz1500CCHIGHLINESMARTKEYSPEC...2006";"2006";55700;" Hatchback";" 1500cc petrol engine";" automatic";7495
"ToyotaVellfire250ZGPILOTSEATSFINANC...2015";"2015";NA;" 2500cc petrol engine";" tiptronic";NA;73990
"ToyotaVellfire250ZPILOTSEATSFINANCE8...2015";"2015";NA;" 2500cc petrol engine";" tiptronic";NA;75000
"ToyotaIstLowkm2006";"2006";68422;" Hatchback";" 1300cc petrol engine";" automatic";6995
"ToyotaHiace5Door,,,,,59000kmonly,,,,,2011";"2011";59440;" Van";" 2000cc petrol engine";" automatic";23495
"ToyotaRAV42.4G4WD2006";"2006";100273;" RV/SUV";" 2400cc petrol engine";" automatic";15995
"ToyotaRAV4STYLE2009";"2009";34043;" RV/SUV";" 2400cc petrol engine";" automatic";24889
"ToyotaIpsum-from$34.08weekly-Wellin...2005";"2005";84912;" Station Wagon";" 2400cc petrol engine";" automatic";5879
"ToyotaCorollaFielder1.8S2007";"2007";111000;" Station Wagon";" 1800cc petrol engine";" automatic";10985
"ToyotaWish7Seat*SideA/Bags*2009";"2009";91050;" Van";" 1800cc petrol engine";" tiptronic";14850
"ToyotaCorolla***NEWWOF3MONTHSREGO***1995";"1995";235000;" Sedan";" 1500cc petrol engine";" automatic";1695
"ToyotaWishNEWSHAPE,,,,LOWKM2009";"2009";52310;" Van";" 1800cc petrol engine";" automatic";13995
"ToyotaMark-from$39.02weekly-Botany...2004";"2004";103867;" Sedan";" 2500cc petrol engine";" automatic";6979
"ToyotaIst2005";"2005";82000;" Hatchback";" 1300cc petrol engine";" automatic";6000
"ToyotaAuris2006";"2006";96000;" Hatchback";" 1500cc petrol engine";" automatic";8350
"ToyotaRushCute,stylish,funandfunky!2006";"2006";98824;" RV/SUV";" 1497cc petrol engine";" automatic";9990
"ToyotaCorollaAxio2007";"2007";24111;" Sedan";" 1500cc petrol engine";" tiptronic";8985
"ToyotaVanguard240S7SEATER2011";"2011";90820;" RV/SUV";" 2400cc petrol engine";" automatic";23980
"ToyotaEstima8SEATERNODEPOSITFINANCE...2006";"2006";104992;" Station Wagon";" 2400cc petrol engine";" automatic";15999
"ToyotaAllex-from$36.78weekly-Napier...2004";"2004";62855;" Hatchback";" 1500cc petrol engine";" automatic";6479
"ToyotaHarrierSmooth,classy,powerful,A...1999";"1999";208051;" RV/SUV";" 2990cc petrol engine";" automatic";4990
"ToyotaHiaceMinibusRWD3.0TDVan/44A-1...2013";"2013";66554;" Van";" 2982cc diesel engine";" automatic";46990
"ToyotaRactis1500cc,Lowkm,Blackinterior2008";"2008";67200;" Hatchback";" 1500cc petrol engine";" automatic";8495
"ToyotaCorollaGX1.8PHatch6M9.95%p.a*...2015";"2015";37260;" Hatchback";" 1798cc petrol engine";" manual";18995
"ToyotaCorollaGX1.8PHatch6M9.95%p.a*...2015";"2015";38317;" Hatchback";" 1798cc petrol engine";" manual";18995
"ToyotaVoxy8SEATER*OWNMEFOR$40WK*2004";"2004";110581;" Van";" 2000cc petrol engine";" automatic";7979
"ToyotaVitzSUPERLOWKM*OWNMEFOR$44WK*2007";"2007";34214;" Hatchback";" 1300cc petrol engine";" automatic";8979
"ToyotaHiaceDXGL-Package2013";"2013";59942;" Van";" 2980cc diesel engine";" automatic";30980
"ToyotaBlade2.4BlackInterior2007";"2007";62805;" Hatchback";" 2400cc petrol engine";" automatic";11495
"ToyotaWish1800cc7Seater2004";"2004";88110;" Van";" 1800cc petrol engine";" tiptronic";6495
"ToyotaFielderX2005";"2005";96673;" Station Wagon";" 1500cc petrol engine";" automatic";5950
"ToyotaBlade2007";"2007";72000;" Hatchback";" 2400cc petrol engine";" automatic";10500
"ToyotaHiaceSuperCustom-NoDepositFin...1995";"1995";122551;" Van";" 3000cc diesel engine";" automatic";9490
"ToyotaIst-from$36.78weekly-NelsonB...2005";"2005";76070;" Hatchback";" 1300cc petrol engine";" automatic";6479
"ToyotaMarkXZIO350G2008";"2008";90996;" Station Wagon";" 3500cc petrol engine";" automatic";11980
"ToyotaWish-ReversingCamreaONSALE!!!G...2004";"2004";141000;" Station Wagon";" 1800cc petrol engine";" automatic";5300
"ToyotaVellfire350ZEXECUTIVELOUNGE2016";"2016";NA;" 3500cc";" tiptronic";NA;119990
"ToyotaCamry2.5GLSedan2013";"2013";66517;" Sedan";" 2494cc petrol engine";" automatic";16990
"ToyotaVitz-from$36.78weekly-Christc...2005";"2005";73533;" Hatchback";" 1300cc petrol engine";" automatic";6479
"ToyotaEstimaAERASSPACKTOURER2006";"2006";91000;" Van";" 2400cc petrol engine";" automatic";15500
"ToyotaVitzLOW...KMS2011";"2011";38086;" Hatchback";" 1300cc petrol engine";" automatic";10995
"ToyotaAlphard350SEXECUTIVELOUNGEFULL...2016";"2016";NA;" 3500cc petrol engine";" tiptronic";NA;116800
"ToyotaPriusG2009";"2009";97313;" Hatchback";" 1800cc petrol engine";" automatic";13985
"ToyotaHighlanderLimited3.5Auto2016";"2016";11000;" Station Wagon";" 3456cc petrol engine";" automatic";62995
"ToyotaWishWAGON2008";"2008";112534;" Van";" 1800cc";" automatic";10995
"ToyotaMarkX300GPremiumSedan2005";"2005";70385;" Sedan";" 3000cc petrol engine";" automatic";15950
"ToyotaRAV4Higradextras2009";"2009";35610;" Station Wagon";" 2400cc petrol engine";" tiptronic";19995
"ToyotaHiluxSurfSSR-X/Timingbeltdone1996";"1996";147000;" RV/SUV";" 3000cc diesel engine";" automatic";14990
"ToyotaCorollaAscentZRE181.8L(NEW)Nev...2016";"2016";NA;" 1800cc petrol engine";" automatic";NA;19950
"ToyotaBBNewModel2006";"2006";118050;" Hatchback";" 1490cc petrol engine";" automatic";9999
"ToyotaHiaceLWBHighRoof2013";"2013";128000;" Van";" 3000cc diesel engine";" automatic";29950
"ToyotaRAV4LXG-PACKAGE2004";"2004";57885;" RV/SUV";" 1800cc petrol engine";" automatic";11995
"ToyotaKluger-from$48.01weekly-Penro...2004";"2004";109017;" RV/SUV";" 2400cc petrol engine";" automatic";8979
"ToyotaRaum-from$30.08weekly-Penrose...2006";"2006";94749;" Hatchback";" 1500cc petrol engine";" automatic";4989
"ToyotaIpsum-from$34.53weekly-Nelson...2005";"2005";114892;" Station Wagon";" 2400cc petrol engine";" automatic";5979
"ToyotaCorollaGXHatch,1.8L2014";"2014";59054;" Hatchback";" 1798cc petrol engine";" automatic";21995
"ToyotaYarisZr1.5LwarrantytillDec20172014";"2014";20100;" Hatchback";" 1497cc petrol engine";" automatic";21990
"ToyotaFunCargo2005";"2005";94000;" Hatchback";" 1290cc petrol engine";" automatic";4800
"ToyotaFielder***BrandNewCDwithUSB/AU...2005";"2005";78596;" Station Wagon";" 1500cc petrol engine";" automatic";7450
"ToyotaHiace***10SEATERDX***2008";"2008";139786;" Van";" 2690cc petrol engine";" automatic";25990
"ToyotaWishGFACELIFT2005";"2005";115725;" Station Wagon";" 2000cc petrol engine";" automatic";8955
"ToyotaHiaceZX3.0TD5M3Seat2012";"2012";68705;" Van";" 2982cc diesel engine";" manual";33950
"ToyotaSienta-from$30.04weekly-Penro...2005";"2005";88846;" Hatchback";" 1500cc petrol engine";" automatic";4979
"ToyotaHiluxSR54WD3.0TDDCUte5M(KFDS...2015";"2015";75000;" Ute";" 2982cc diesel engine";" manual";44995
"ToyotaRushXlowKM2007";"2007";57856;" RV/SUV";" 1500cc petrol engine";" automatic";11950
"ToyotaWish2004";"2004";99666;" Station Wagon";" 1800cc";" automatic";6495
"ToyotaCorollaGXHatch,1.8L2014";"2014";58765;" Hatchback";" 1798cc petrol engine";" automatic";21995
"ToyotaVellfireMODELLISTAEXECUTIVELOUNGE2015";"2015";13034;" Van";" 3500cc petrol engine";" automatic";109999
"ToyotaLandCruiserSingleCab,4.2LDiesel2004";"2004";124934;" Ute";" 4164cc diesel engine";" manual";35995
"ToyotaWishXS7Seats2005";"2005";86901;" Station Wagon";" 1800cc petrol engine";" automatic";8955
"ToyotaHiaceRegius5Door2010";"2010";154500;" Van";" 2000cc petrol engine";" automatic";17955
"ToyotaVanguard240S2008";"2008";76918;" RV/SUV";" 2400cc petrol engine";" automatic";21810
"ToyotaWishGoodCondition2005";"2005";105500;" Van";" 1800cc petrol engine";" automatic";5490
"ToyotaPrius**NewShape**AlloysWheel**Pu...2011";"2011";114719;" Hatchback";" 1790cc petrol engine";" automatic";12000
"ToyotaVanguard240S2007";"2007";103608;" RV/SUV";" 2400cc petrol engine";" automatic";13990
"ToyotaCorolla2006";"2006";82480;" Sedan";" 1500cc petrol engine";" automatic";6995
"ToyotaLandCruiserPrado5D4WDTX2012";"2012";7022;" RV/SUV";" 4000cc petrol engine";" automatic";48999
"ToyotaPrius1.5LSportReverseCamera,AL...2009";"2009";92171;" Hatchback";" 1490cc petrol engine";" automatic";10490
"ToyotaHiluxSR5TRD4.04WD2014";"2014";32604;" Ute";" 3956cc petrol engine";" automatic";44995
"ToyotaWishXSPACKAGE2004";"2004";35286;" Van";" 1800cc petrol engine";" automatic";9986
"ToyotaLandCruiserPrado4LV6PETROL##...2003";"2003";185044;" RV/SUV";" 3956cc petrol engine";" automatic";18990
"ToyotaHiace14SeaterJumboVan2016";"2016";NA;" 3000cc diesel engine";" automatic";NA;56950
"ToyotaHilux2WD3.0TDDCUTE5M2014";"2014";50125;" Ute";" 2982cc diesel engine";" manual";26950
"ToyotaPriusGX1.8LHYBRIDHATCH2016";"2016";7228;" Hatchback";" 1798cc petrol engine";" automatic";37474
"ToyotaCamryLowkm,,HYBRID2012";"2012";50742;" Sedan";" 2500cc";" automatic";25995
"ToyotaCorollaFielderAeroTourerS2008";"2008";88888;" Station Wagon";" 1800cc";" automatic";11495
"ToyotaHiluxSR54WD3.0TDDCUTE5A(KFDS...2014";"2014";103973;" Ute";" 2982cc diesel engine";" automatic";41995
"ToyotaRaum-from$30.04weekly-Nelson...2005";"2005";84102;" Hatchback";" 1500cc petrol engine";" automatic";4979
"ToyotaCorollaLevinSx1.8P/Cvt/Ha2016";"2016";13593;" Hatchback";" 1798cc petrol engine";" automatic";26995
"ToyotaCorolla1.8LVVTIRunxblacktrimi...2004";"2004";88221;" Hatchback";" 1790cc petrol engine";" automatic";8990
"ToyotaRAV42.42009";"2009";29562;" RV/SUV";" 2400cc";" automatic";23999
"ToyotaHiaceDXREGIUSACE2012";"2012";82135;" Van";" 1990cc petrol engine";" automatic";21980
"ToyotaPriusHybridEX2010";"2010";54200;" Hatchback";" 1500cc";" automatic";12995
"ToyotaRAV4AWDGXLWagon,2.2LDiesel,Au...2013";"2013";82312;" RV/SUV";" 2231cc diesel engine";" automatic";32995
"ToyotaPriusNewShape$89PW2009";"2009";95000;" Hatchback";" 1800cc";" automatic";10995
"ToyotaVitz*Low90kKm,BESTVALUE*2010";"2010";90300;" Hatchback";" 1300cc petrol engine";" automatic";7590
"ToyotaHiaceDXDiesel2012";"2012";89000;" Van";" 3000cc diesel engine";" manual";30990
"ToyotaCorollaGX2009";"2009";203480;" Sedan";" 1800cc petrol engine";" automatic";5995
"ToyotaCorollaGx1.8PHatch6M9.95%p.a*...2014";"2014";36709;" Hatchback";" 1798cc petrol engine";" manual";17995
"ToyotaCorolla1.8PGlHatch54A9.95%p.a...2005";"2005";153671;" Hatchback";" 1794cc petrol engine";" automatic";8995
"ToyotaRAV4SUV,2.0L,NZAudio,TESTDriv...2016";"2016";NA;" 2000cc petrol engine";" automatic";NA;32990
"ToyotaRAV4G2007";"2007";70884;" RV/SUV";" 2400cc petrol engine";" automatic";17995
"ToyotaIstpricedroped2007";"2007";90200;" Hatchback";" 1800cc petrol engine";" automatic";8450
"ToyotaHiaceZX3.0DAutomatic2012";"2012";54809;" Van";" 2982cc diesel engine";" automatic";47995
"ToyotaCorollaGLX1.8PHatch9.95%p.a*F...2015";"2015";42690;" Hatchback";" 1798cc petrol engine";" automatic";23995
"ToyotaBlade2007";"2007";101700;" Hatchback";" 2400cc petrol engine";" automatic";8450
"ToyotaCorollaGLX2015";"2015";41500;" Hatchback";" 1798cc petrol engine";" automatic";19995
"ToyotaHarrierPREMIUM2014";"2014";28676;" RV/SUV";" 2000cc petrol engine";" automatic";46894
"ToyotaCorolla-from$43.51weekly-Penr...2006";"2006";103134;" Station Wagon";" 1500cc petrol engine";" automatic";7979
"ToyotaBlade2.3LPetrolGHATCH2007";"2007";97155;" Hatchback";" 2362cc petrol engine";" automatic";12231
"ToyotaWish7SEATS2005";"2005";127115;" Station Wagon";" 2000cc petrol engine";" automatic";7999
"ToyotaVitzRS2005";"2005";51690;" Hatchback";" 1500cc petrol engine";" automatic";7489
"ToyotaHiaceSuperCustom-NoDepositFin...1996";"1996";104217;" Van";" 3000cc petrol engine";" automatic";10990
"ToyotaBB-from$34.53weekly-BotanyBr...2006";"2006";125309;" Hatchback";" 1300cc petrol engine";" automatic";5979
"ToyotaHighlander3.54WDLimited2012";"2012";79269;" RV/SUV";" 3456cc petrol engine";" automatic";34995
"ToyotaHilux4WDSR52011";"2011";178111;" Ute";" 3000cc diesel engine";" automatic";29950
"ToyotaHiaceTurboDiesel2011";"2011";135000;" Van";" 3000cc diesel engine";" automatic";23950
"ToyotaHilux3.0TDSR54WDDoubleCab2013";"2013";49300;" Ute";" 2982cc diesel engine";" automatic";40990
"ToyotaVitz-from$34.53weekly-Nelson...2005";"2005";38966;" Hatchback";" 1300cc petrol engine";" automatic";5979
"ToyotaHighlander2WD2012";"2012";97187;" Station Wagon";" 3500cc petrol engine";" automatic";28450
"ToyotaCorollaGLX1.8PHatch9.95%p.a*F...2015";"2015";51302;" Hatchback";" 1798cc petrol engine";" automatic";22995
"ToyotaCorollaGlx1.8PHatchCv2015";"2015";51428;" Hatchback";" 1798cc petrol engine";" automatic";22995
"ToyotaHilux2WDSr*Financemeat9.95%2016";"2016";NA;" 2755cc diesel engine";" automatic";NA;37995
"ToyotaHiaceSuperCustom-NoDepositFin...1995";"1995";96054;" Van";" 3000cc diesel engine";" automatic";10990
"ToyotaAuris1.8*OWNMEFOR$66WK*2010";"2010";47051;" Hatchback";" 1800cc petrol engine";" automatic";13979
"ToyotaCorollaGLX1.8PHatch9.95%p.a*F...2015";"2015";59350;" Hatchback";" 1798cc petrol engine";" automatic";22995
"ToyotaAlphardEXECUTIVELOUNGE2015";"2015";19660;" Van";" 3500cc petrol engine";" automatic";109988
"ToyotaHighlander2WD2012";"2012";117655;" Station Wagon";" 3500cc petrol engine";" automatic";26950
"ToyotaCorollaAxio2007";"2007";68000;" Sedan";" 1500cc petrol engine";" tiptronic";8985
"ToyotaEstimaAERASSPACKAGELIMO2006";"2006";139000;" Station Wagon";" 3450cc petrol engine";" automatic";12995
"ToyotaBBNoDepositFinance2009";"2009";108000;" Hatchback";" 1290cc petrol engine";" automatic";6500
"ToyotaCaldina4WD,Turbo,wagon,stylish,2002";"2002";194747;" Station Wagon";" 1990cc petrol engine";" automatic";5990
"ToyotaVitz1300ccLowKs2009";"2009";45448;" Hatchback";" 1300cc";" automatic";8295
"ToyotaAuris2009";"2009";20743;" Hatchback";" 1500cc petrol engine";" automatic";12979
"ToyotaAuris150XMPackage2007";"2007";71480;" Hatchback";" 1500cc petrol engine";" automatic";8450
"Toyota86G(VERYLOWMILEAGE)2012";"2012";8107;" Coupe";" 2000cc petrol engine";" automatic";33886
"ToyotaHilux4WDSR52013";"2013";182714;" Ute";" 3000cc diesel engine";" manual";30995
"ToyotaAxioCorolla2007";"2007";78132;" Sedan";" 1500cc petrol engine";" automatic";6490
"ToyotaFJCruiser4.0PNZNEW9.95%p.a*F...2014";"2014";56960;" RV/SUV";" 3956cc petrol engine";" automatic";47880
"ToyotaHiaceDXDiesel2012";"2012";149000;" Van";" 3000cc diesel engine";" automatic";25990
"ToyotaYarisGXFWD1.3PHATCH/54AT(YHPG...2015";"2015";52281;" Hatchback";" 1298cc petrol engine";" automatic";16990
"ToyotaCorollaFIELDERWAGON2010";"2010";76310;" Station Wagon";" 1800cc petrol engine";" automatic";10995
"ToyotaPriusSAVE....ONSPECIAL...MUSTGO2007";"2007";35939;" Hatchback";" 1500cc petrol engine";" automatic";9990
"ToyotaHiaceDXDiesel2012";"2012";102000;" Van";" 3000cc diesel engine";" automatic";28990
"ToyotaHiaceDXDiesel2012";"2012";74000;" Van";" 3000cc diesel engine";" automatic";30990
"ToyotaCorollaPre-RegisteredGXWagon2016";"2016";NA;" 1496cc petrol engine";" automatic";NA;25990
"ToyotaBladeG2007";"2007";91800;" Hatchback";" 2400cc petrol engine";" automatic";8850
"ToyotaVellfire3.5ZV62009";"2009";58444;" Van";" 3500cc petrol engine";" automatic";37800
"ToyotaWishXAEROSPORTSPACK2005";"2005";113696;" Station Wagon";" 1800cc petrol engine";" automatic";6990
"ToyotaHiace**DXGLLowK's**DieselAuto...2012";"2012";63920;" Van";" 2980cc diesel engine";" automatic";29995
"ToyotaVitzU2005";"2005";88782;" Hatchback";" 1300cc petrol engine";" automatic";8995
"ToyotaHighlanderLimitedAWD3.5V6SUV2014";"2014";87185;" Station Wagon";" 3456cc petrol engine";" automatic";48990
"ToyotaNoah**ReversingCamera**AlloyWhee...2005";"2005";99874;" Van";" 2000cc petrol engine";" automatic";6999
"ToyotaPriusNewShape2009";"2009";122000;" Hatchback";" 1800cc";" automatic";9995
"ToyotaHiace3.0Diesel2008";"2008";86239;" Van";" 2980cc diesel engine";" automatic";28990
"ToyotaAlphardNoDepositFinance2005";"2005";101000;" Van";" 2360cc petrol engine";" automatic";10990
"ToyotaCaldinaGT-FOUR4WDTURBO2004";"2004";145843;" Station Wagon";" 2000cc petrol engine";" automatic";9955
"ToyotaRactisG2008";"2008";58567;" Hatchback";" 1490cc petrol engine";" automatic";9990
"ToyotaIst2005";"2005";57463;" Hatchback";" 1300cc petrol engine";" automatic";6995
"ToyotaCaldinaGT-FOUR4WDTURBO2005";"2005";113972;" Station Wagon";" 2000cc petrol engine";" automatic";12955
"ToyotaHighlanderGXLAWD3.5PV6SUV/76A...2014";"2014";52300;" RV/SUV";" 3456cc petrol engine";" automatic";46995
"ToyotaSienta-from$30.04weekly-Penro...2004";"2004";111076;" Hatchback";" 1500cc petrol engine";" automatic";4979
"ToyotaMark-X250GSuperlowmileage2005";"2005";34540;" Sedan";" 2500cc petrol engine";" automatic";8990
"ToyotaHilux4WDSR2.8DTDOUBLECABUTE/4...2015";"2015";14346;" Ute";" 2755cc diesel engine";" automatic";48990
"ToyotaAurisfrm$54.29P/W*2007";"2007";78000;" Hatchback";" 1800cc petrol engine";" automatic";10500
"ToyotaMark-X2005";"2005";90000;" Sedan";" 2500cc petrol engine";" automatic";7975
"ToyotaCaldinaGT-FOUR4WDTURBO2004";"2004";112009;" Station Wagon";" 2000cc petrol engine";" automatic";11955
"ToyotaHiluxD/Cab4x42013";"2013";56500;" Ute";" 3000cc diesel engine";" automatic";42997
"ToyotaRAV46MONTHSFREEMECHANICALWARRANTY2006";"2006";95000;" RV/SUV";" 2400cc petrol engine";" automatic";13200
"ToyotaHiluxPredatorXL2012";"2012";104000;" Ute";" 3000cc diesel engine";" manual";39997
"ToyotaYarisZRFWD1.5LHATCH2015";"2015";21730;" Hatchback";" 1497cc petrol engine";" automatic";22990
"ToyotaRAV4G*LowKs*2006";"2006";48700;" RV/SUV";" 2400cc petrol engine";" automatic";14990
"ToyotaBlade2007";"2007";116000;" Hatchback";" 2400cc petrol engine";" automatic";7450
"ToyotaHiaceDXPetrol2012";"2012";60000;" Van";" 2000cc petrol engine";" automatic";24990
"ToyotaLandCruiserGXL4.2LDiesel,Manual2004";"2004";209307;" RV/SUV";" 4200cc diesel engine";" manual";39995
"ToyotaHarrier300GPremium2005";"2005";96525;" RV/SUV";" 3000cc petrol engine";" automatic";11955
"ToyotaHilux4WDSR52012";"2012";102435;" Ute";" 3000cc diesel engine";" manual";32995
"ToyotaCorollaGX2009";"2009";149680;" Hatchback";" 1800cc petrol engine";" manual";8995
"ToyotaRAV4G-SPEC2006";"2006";44820;" RV/SUV";" 2400cc petrol engine";" automatic";16995
"ToyotaCaldinaWAGON1800CCVVT-i2004";"2004";57714;" Station Wagon";" 1800cc petrol engine";" automatic";9750
"ToyotaMarkXfrm$54.29P/W*2005";"2005";100000;" Sedan";" 2500cc petrol engine";" automatic";10500
"ToyotaHighlanderSigntatureClass3.5GXL...2014";"2014";46454;" RV/SUV";" 3456cc petrol engine";" automatic";48995
"ToyotaAvensisQi2007";"2007";69306;" Sedan";" 2400cc petrol engine";" automatic";7550
"ToyotaCorolla1.8LDualVVTIAEROTouring...2006";"2006";158894;" Station Wagon";" 1790cc petrol engine";" automatic";7990
"ToyotaRactis1.5G-SPORTHID,Cruisecontro...2010";"2010";53204;" Hatchback";" 1490cc petrol engine";" automatic";10950
"ToyotaPriusSGrade**SuperLowKM**2013";"2013";47889;" Sedan";" 1800cc hybrid engine";" automatic";24995
"ToyotaPriusSGrade**SuperLowKM**2014";"2014";15050;" Sedan";" 1800cc hybrid engine";" automatic";29995
"ToyotaPriusFWD1.8Pet/ElectHybridHatc...2009";"2009";119462;" Hatchback";" 1798cc petrol engine";" automatic";16995
"ToyotaIpsum**ReversingCamera**2006";"2006";132685;" Van";" 2400cc petrol engine";" automatic";5990
"ToyotaVanguardAeroPrestige2007";"2007";132000;" RV/SUV";" 2400cc petrol engine";" automatic";19997
"ToyotaPriusNewShape.TESTDriveDevonport2011";"2011";123514;" Hatchback";" 1797cc petrol engine";" automatic";12990
"ToyotaRactis2006";"2006";48350;" Hatchback";" 1300cc petrol engine";" automatic";7995
"ToyotaCorollaGXFWD1.8PHatch/56M(ZRH...2014";"2014";47223;" Hatchback";" 1798cc petrol engine";" manual";17995
"ToyotaLandCruiserPradoVXPETROL2007";"2007";171200;" RV/SUV";" 3956cc petrol engine";" automatic";24990
"ToyotaPassoRacy2005";"2005";100866;" Hatchback";" 1300cc petrol engine";" automatic";7990
"ToyotaBeltaX2006";"2006";59300;" Sedan";" 1300cc petrol engine";" automatic";6750
"ToyotaIst2007";"2007";72618;" Hatchback";" 1500cc petrol engine";" automatic";8550
"ToyotaFJCruiserCOLORPACKAGE2011";"2011";47952;" RV/SUV";" 4000cc petrol engine";" automatic";49858
"ToyotaVitz1.5AutoHatch2009";"2009";36817;" Hatchback";" 1497cc petrol engine";" automatic";11990
"ToyotaWish2005";"2005";95100;" Station Wagon";" 1800cc petrol engine";" automatic";6200
"ToyotaCorollaAxio2007";"2007";62380;" Sedan";" 1500cc petrol engine";" tiptronic";8985
"ToyotaIpsum/Estima*7Seat/BlackTrim*2004";"2004";93150;" Van";" 2400cc petrol engine";" automatic";6850
"ToyotaCorollaGx1.8PHatchCv2015";"2015";48000;" Hatchback";" 1798cc petrol engine";" automatic";22995
"ToyotaAlphardV2005";"2005";113826;" Van";" 2400cc";" automatic";10995
"ToyotaPriusNewShape$89PW2009";"2009";111000;" Hatchback";" 1800cc";" automatic";10995
"ToyotaRactis-from$34.53weekly-Palme...2007";"2007";85073;" Hatchback";" 1300cc petrol engine";" automatic";5979
"ToyotaCorollaAuris1800G2010";"2010";58488;" Hatchback";" 1800cc petrol engine";" automatic";13999
"ToyotaHighlanderGXL3.5L7SeaterSignat...2014";"2014";40666;" RV/SUV";" 3456cc petrol engine";" automatic";48995
"ToyotaAquaPriusCNavigation2014";"2014";67988;" Hatchback";" 1500cc petrol engine";" automatic";15999
"ToyotaCamryGLSedan2.5LSignatureClass...2013";"2013";65100;" Sedan";" 2494cc petrol engine";" automatic";19995
"ToyotaAvensisWgnE2.0P/Cvt/Sw/4D2016";"2016";1689;" Station Wagon";" 1987cc petrol engine";" automatic";38000
"ToyotaEstimaAeras7seater2007";"2007";111181;" Station Wagon";" 2400cc petrol engine";" automatic";11955
"ToyotaCamryi-TechPet/ElectHybridSedan2014";"2014";37549;" Sedan";" 2494cc petrol engine";" automatic";32888
"ToyotaHiace*NICELOOK*.Was$22985now$...2010";"2010";93960;" Van";" 2000cc petrol engine";" automatic";21985
"ToyotaRAV4LV1998";"1998";173001;" Station Wagon";" 1998cc petrol engine";" automatic";5990
"ToyotaFJCruiser2013";"2013";17665;" RV/SUV";" 4000cc petrol engine";" automatic";49714
"ToyotaIpsum**7SEATERGREATFAMILYCAR**2005";"2005";84713;" Station Wagon";" 2398cc petrol engine";" automatic";7999
"ToyotaRAV4NewShapeGSPEC2006";"2006";78148;" RV/SUV";" 2350cc petrol engine";" automatic";12989
"ToyotaHiluxSR5DoubleCab,3.0LDiesel2011";"2011";122892;" Ute";" 2982cc diesel engine";" automatic";36995
"ToyotaFJCruiserCOLORPACKAGE2011";"2011";11537;" RV/SUV";" 4000cc petrol engine";" automatic";46872
"ToyotaHighlander3.5GXLAWDSignature2014";"2014";51450;" RV/SUV";" 3456cc petrol engine";" tiptronic";47990
"ToyotaIsisPlatanaGEdition2007";"2007";87728;" Van";" 2000cc petrol engine";" automatic";10995
"ToyotaVanguard4WDSignatureClass2012";"2012";27649;" Station Wagon";" 3456cc petrol engine";" automatic";32995
"ToyotaWishXNEOEdition2005";"2005";79932;" Van";" 1800cc petrol engine";" automatic";9995
"ToyotaTownace5SeaterGl.Was$12985now...2008";"2008";115427;" Van";" 1500cc petrol engine";" automatic";11985
"ToyotaCorollaFielderS/W.Was$11985no...2007";"2007";66346;" Station Wagon";" 1500cc petrol engine";" automatic";9985
"ToyotaCaldinaS/WZT.Was$12985now$119852005";"2005";75493;" Station Wagon";" 2000cc petrol engine";" automatic";11985
"ToyotaAuris150XMPackage2011";"2011";62000;" Hatchback";" 1500cc petrol engine";" automatic";13990
"ToyotaHiluxSurfSSR-X1995";"1995";198000;" RV/SUV";" 3000cc diesel engine";" automatic";11990
"ToyotaHiluxPredatorXLD/Cab2012";"2012";63500;" Ute";" 3000cc diesel engine";" manual";39997
"ToyotaHiluxPredatorXLD/Cab2012";"2012";70002;" Ute";" 3000cc diesel engine";" manual";39997
"ToyotaHiaceWorkmate2010";"2010";113500;" Van";" 3000cc diesel engine";" automatic";29997
"ToyotaCorollaGXFWD1.8PHATCH/5CVT(ZR...2015";"2015";22413;" Hatchback";" 1798cc petrol engine";" automatic";24990
"ToyotaCorollaGXFWD1.8PHatch/56M(ZRH...2014";"2014";44551;" Hatchback";" 1798cc petrol engine";" manual";19990
"ToyotaCamryG2007";"2007";49893;" Sedan";" 2400cc petrol engine";" automatic";10988
"ToyotaSienta**7Seats**NewArrival**2005";"2005";93151;" Hatchback";" 1490cc petrol engine";" automatic";5500
"ToyotaHiluxSurfSSR-XLTD/CambeltDone1995";"1995";170000;" RV/SUV";" 3000cc diesel engine";" automatic";11990
"ToyotaIstCorolla**LOWKMS***!!!2004";"2004";49600;" Hatchback";" 1300cc petrol engine";" automatic";6000
"ToyotaRactisG*CLEARANCESALENOWON*2006";"2006";88000;" Hatchback";" 1500cc petrol engine";" automatic";7988
"ToyotaLandCruiserLandcruiserSaharaV82010";"2010";94000;" RV/SUV";" 4461cc diesel engine";" tiptronic";71995
"ToyotaCorollaGX1.8P4A4DrSedan2009";"2009";120612;" Sedan";" 1798cc petrol engine";" automatic";9990
